fold,fold,train_loss,MAE,DP,Precision,Recall,F1-score,time
FOLD_1,FOLD_1,"27,708032258064527","20,454545974731445","24,08000000000001","0,5500000000000002","0,5500000000000002","0,5500000000000002","27,480322580645165"
FOLD_2,FOLD_2,"265,92261290322574","16,40909194946289","19,799999999999994","0,5500000000000002","0,5500000000000002","0,5500000000000002","27,299354838709675"
FOLD_3,FOLD_3,"40,95961290322581","11,930680951764506","12,848709677419361","0,5599999999999999","0,5599999999999999","0,5599999999999999","27,190967741935484"
FOLD_4,FOLD_4,"4040,6639354838712","11,699999809265137","14,860000000000003","0,6499999999999997","0,6499999999999997","0,6499999999999997","27,643870967741933"
FOLD_5,FOLD_5,"2262,961225806451","20,0","22,08000000000001","0,4800000000000001","0,4800000000000001","0,4800000000000001","28,09774193548387"
