fold,fold,train_loss,MAE,DP,Precision,Recall,F1-score,time
FOLD_1,FOLD_1,"10,823064516129035","11,997138515595466","15,039354838709679","0,6516129032258066","0,6516129032258066","0,6516129032258066","18,16548387096774"
FOLD_2,FOLD_2,"10,963387096774195","9,31370630571919","11,95483870967742","0,71","0,71","0,71","18,125806451612902"
FOLD_3,FOLD_3,"34,93274193548386","7,8280513978773545","8,458387096774192","0,6693548387096776","0,6693548387096776","0,6693548387096776","18,206451612903226"
FOLD_4,FOLD_4,"10,188129032258065","8,517968854596537","10,02","0,689032258064516","0,689032258064516","0,689032258064516","18,513548387096773"
FOLD_5,FOLD_5,"11,204419354838711","11,952357261411604","13,389677419354838","0,5658064516129031","0,5658064516129031","0,5658064516129031","18,444193548387098"
